"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Segura-Cedres M.; Manzano-Farray D.; Aguiar-Castillo C.L.; Perez-Jimenez R.; Icaza V.M.; Niarchou E.; Guerra-Yanez V.","Segura-Cedres, Moises (60013480800); Manzano-Farray, Desiree (60013480900); Aguiar-Castillo, Carmen Lidia (60013255300); Perez-Jimenez, Rafael (56044417600); Icaza, Vicente Matus (58326484000); Niarchou, Eleni (57447772600); Guerra-Yanez, Victor (56196635000)","60013480800; 60013480900; 60013255300; 56044417600; 58326484000; 57447772600; 56196635000","An Ontology-Driven Digital Twin for Hotel Front Desk: Real-Time Integration of Wearables and OCC Camera Events via a Property-Defined REST API","2026","Electronics (Switzerland)","15","3","567","","","0","10.3390/electronics15030567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030247279&doi=10.3390%2Felectronics15030567&partnerID=40&md5=aced3e6d6ab8117f23c122fa9ba4b98b","Behavioral research; Benchmarking; Cameras; Data streams; Digital devices; Digital twin; Hotels; Human computer interaction; Privacy-preserving techniques; Queueing theory; Semantics; Wearable computers; Front desk; Hospitality; Indoor positioning; Ontology's; Optical camera; Optical camera communication; Privacy; REST API; Wearable devices; Workload; Ontology","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030247279"
"Anjum S.; Khalid R.Z.; Zaman M.; Ishaq R.; Ullah A.","Anjum, Sana (60402931400); Khalid, Rehan Zubair (58134943800); Zaman, Muhammad (56397661100); Ishaq, Rafiea (60059320500); Ullah, Atta (57197562937)","60402931400; 58134943800; 56397661100; 60059320500; 57197562937","Assessment of phase change materials for cooling technologies via data-driven Modeling: Applications in thermal storage systems","2026","Applied Thermal Engineering","291","","130187","","","0","10.1016/j.applthermaleng.2026.130187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030344896&doi=10.1016%2Fj.applthermaleng.2026.130187&partnerID=40&md5=7a23780bc29896ed535d29ec1c99b5b0","Cooling systems; Digital storage; Eutectics; Forecasting; Heat storage; Learning systems; Machine learning; Neural networks; Specific energy; Specific heat; Storage (materials); Temperature control; Thermal conductivity; Thermal energy; Thermal modeling; Artificial neural network; Cold thermal energy storage; Data-driven model; Machine-learning; Neural-networks; Phase Change; Property; Thermal; Thermal energy storage; Thermophysical; Latent heat; Phase change materials","Article","Final","","Scopus","2-s2.0-105030344896"
"Elzenheimer E.; Matz H.; Zerfowski J.; Anders P.; Höft M.; Rieger R.; Soekadar S.R.; Robinson S.; Knappe-Grüneberg S.","Elzenheimer, Eric (57205362117); Matz, Hartmut (60164991500); Zerfowski, Jan (58678839300); Anders, Paul (59296901900); Höft, Michael (6602611131); Rieger, Robert (7101980480); Soekadar, Surjo R. (23494034400); Robinson, Stephen (59827800900); Knappe-Grüneberg, Silvia (10040864000)","57205362117; 60164991500; 58678839300; 59296901900; 6602611131; 7101980480; 23494034400; 59827800900; 10040864000","Characterizing timing parameters in commercial SERF-OPM multichannel systems for biomagnetic field sensing","2026","Measurement: Journal of the International Measurement Confederation","263","","120140","","","0","10.1016/j.measurement.2025.120140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025456384&doi=10.1016%2Fj.measurement.2025.120140&partnerID=40&md5=5305e391dbd079255529947186a296f6","Brain; Brain computer interface; Brain mapping; Calibration; Delay control systems; Electrophysiology; Group delay; Interfaces (computer); Magnetometers; Neurophysiology; Time delay; Timing circuits; Biomagnetic field sensing; Biomagnetic fields; Brain–computer interface; Magnetoencephalography; Multi channel; Multichannel optically pumped magnetometer system; Optically pumped; Optically pumped magnetometer; Optically pumped magnetometer-magnetoencephalography  system; Spin-exchange relaxation-free; Spin-exchange relaxation-free  magnetometer; Bandwidth; Economic and social effects; Magnetoencephalography","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105025456384"
"Chhabra D.; Naved S.; Ajji S.K.; Sachan T.; Kaur G.","Chhabra, Dinesh (57201389154); Naved, Samia (60369365500); Ajji, Simarjeet Kaur (60368963200); Sachan, Tushya (59510877800); Kaur, Gursheel (60368564900)","57201389154; 60369365500; 60368963200; 59510877800; 60368564900","Mindfulness meets OTT: Development and validation of Mindful OTT Content Consumption Scale (MOCCS)","2026","Computers in Human Behavior Reports","21","","100951","","","0","10.1016/j.chbr.2026.100951","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029247463&doi=10.1016%2Fj.chbr.2026.100951&partnerID=40&md5=f988019121c93f049d9189783646d85d","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029247463"
"Arif S.M.U.; Khan K.","Arif, Syed Muhammad Umair (59966440100); Khan, Khalil (60375024600)","59966440100; 60375024600","The future of mixed reality: impact of holographic stimulus positioning on user experience and performance in mixed reality","2026","Multimedia Tools and Applications","85","2","146","","","0","10.1007/s11042-026-21369-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029601979&doi=10.1007%2Fs11042-026-21369-5&partnerID=40&md5=77817766492a57f2a7f4a48b08907506","Digital storage; Electron holography; Feedback; Helmet mounted displays; Holograms; Holographic displays; Human computer interaction; Human reaction time; Lithography; Locks (fasteners); Optical projectors; Rotation; Security systems; User experience; User interfaces; Visual communication; Zoning; Dashboard zoning; Extended reality interface; Field of views; Head rotation; Mixed reality; Optical see-through head-mounted displays; Projection distance; Reality interface; Spatial layout; Users' experiences; Mixed reality","Article","Final","","Scopus","2-s2.0-105029601979"
"Acharya L.C.; Singh K.J.; Gupta N.; Dargupally M.; Mishra N.; Sharma A.K.; Acharya A.; Ramakrishnan V.; Mandal A.; Dasgupta S.; Bulusu A.","Acharya, Lomash Chandra (57202716199); Singh, Khoirom Johnson (57212485659); Gupta, Neha (57220528281); Dargupally, Mahipal (57955227800); Mishra, Neeraj (57216949872); Sharma, Arvind Kumar (57214232060); Acharya, Abhishek (57192871064); Ramakrishnan, Venkatraman (57209568205); Mandal, Ajoy (36943673900); Dasgupta, Sudeb (57191737302); Bulusu, Anand (56247640700)","57202716199; 57212485659; 57220528281; 57955227800; 57216949872; 57214232060; 57192871064; 57209568205; 36943673900; 57191737302; 56247640700","Efficient total ionizing dose-aware standard cell characterization methodology for path-level timing performance in nanoscale digital circuit applications","2026","Nanotechnology","37","4","","","","0","10.1088/1361-6528/ae2a3c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028852360&doi=10.1088%2F1361-6528%2Fae2a3c&partnerID=40&md5=cfa46df827fe73fa65c63ce928b29a04","article; benchmarking; cell level; controlled study; data mining; digital circuit; electric potential; human; integrated circuit; ionization; ionizing radiation; long term exposure; prediction; radiation response; reliability; simulation; spice; transistor","Article","Final","","Scopus","2-s2.0-105028852360"
"Yang J.; Qiu H.; Liu Q.; Bai P.; Zhang Y.; He W.","Yang, Jie (59530973700); Qiu, Hengrui (57206674804); Liu, Qi (57218145934); Bai, Ping (57203622031); Zhang, Yongqiang (36549979000); He, Wenxiu (36548156200)","59530973700; 57206674804; 57218145934; 57203622031; 36549979000; 36548156200","Interface-regulated ZnO/ZnFe2O4composites with enhanced pseudocapacitive lithium storage","2026","Diamond and Related Materials","163","","113385","","","0","10.1016/j.diamond.2026.113385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030494526&doi=10.1016%2Fj.diamond.2026.113385&partnerID=40&md5=26cfbd365a790d65dcfc2574d42ed79a","Anode materials; Anodes; Assembly; Carbon; Charge transfer; Data mining; Digital storage; Doping (additives); Engineering research; Interfaces (materials); Iron compounds; Self assembly; Anode material; Doped carbons; Interfacial engineering; Ion batteries; Lithium ions; Metalorganic frameworks (MOFs); N-doped; N-doped carbon; Znfe2O4heterostructure; ZnO; II-VI semiconductors; Lithium-ion batteries","Article","Final","","Scopus","2-s2.0-105030494526"
"Blandini L.; Brunetti M.; Schmid A.; Bechmann R.","Blandini, Lucio (16038915100); Brunetti, Matteo (60416940100); Schmid, Angelika (24823415600); Bechmann, Roland (57202330760)","16038915100; 60416940100; 24823415600; 57202330760","Digital tools for planning and manufacturing: A report from the field; [Digitale Werkzeuge für Planung und Fertigung: ein Bericht aus der Praxis]","2026","Bautechnik","103","3","","262","272","0","10.1002/bate.70082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031066802&doi=10.1002%2Fbate.70082&partnerID=40&md5=e2ed3b98120dc76d8c6ed263e9174b8f","Automation; Computer aided design; Digital devices; Ecodesign; Information use; Life cycle; Life cycle assessment; Project management; Structural design; Sustainable development; Construction process; Digital methods; Digital tools; Digitalization; Engineering process; Iconics; Interface optimization; Model based approach; Optimisations; Planning method; Decision making","Article","Final","","Scopus","2-s2.0-105031066802"
"Palmquist A.; Sigurdardottir H.D.I.; Myhre H.","Palmquist, Adam (57208861036); Sigurdardottir, Helga Dis Isfold (56033881300); Myhre, Hege (59553262700)","57208861036; 56033881300; 59553262700","Exploring interfaces and implications for integrating social-emotional competencies into AI literacy for education: a narrative review","2026","Journal of Computers in Education","13","1","","127","163","10","10.1007/s40692-025-00354-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001485370&doi=10.1007%2Fs40692-025-00354-1&partnerID=40&md5=9648d60741cde344a1a8d96c1383886d","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105001485370"
"Fang H.","Fang, Haowen (60430675500)","60430675500","Optimization Methods of Machine Learning in Financial Big Data Analysis Models","2026","BDAIA 2025 - 2025 2nd International Conference on Big Data Analytics and Artificial Intelligence Application","","","","145","150","0","10.1145/3788108.3788519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031573477&doi=10.1145%2F3788108.3788519&partnerID=40&md5=14a5a17708df0367c42a0be8fa7f3f9c","Barium compounds; Bayesian networks; Big data; Commerce; Data reduction; Digital storage; Dimensionality reduction; Electronic trading; Financial markets; Inference engines; Information analysis; Investments; Learning algorithms; Learning systems; Metadata; Risk assessment; Risk perception; Statistics; Deep learning; Feature engineerings; Financial big data; Large model training; Large models; Machine-learning; Model optimization; Model training; Quantitative trading; Risks controls; Deep learning","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105031573477"
"Ravikumar N.K.; Ramanathan S.; Perumal P.","Ravikumar, Navaneeth Kumar (59317021700); Ramanathan, Sethupathy (59876716500); Perumal, Panneerselvam (60192312000)","59317021700; 59876716500; 60192312000","2-Dimensional hierarchical cobalt–aluminium layered double hydroxide decorated with cerium oxide nanoarchitectures with tuned interfaces for next-generation electrochemical energy storage","2026","Journal of Power Sources","666","","239213","","","2","10.1016/j.jpowsour.2025.239213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029945127&doi=10.1016%2Fj.jpowsour.2025.239213&partnerID=40&md5=1b79de178e082214538268a5e9f2c1ac","Aluminum compounds; Charge transfer; Cobalt; Cobalt compounds; Digital storage; Dispersions; Electric discharges; Electric power systems; Electrochemical impedance spectroscopy; Energy storage; Hybrid power; Precipitation (chemical); Reduction; Tungsten compounds; 2 - Dimensional; CeO 2; Cerium oxides; Cobalt-aluminum layered double hydroxide; Cyclic stability; Energy density; Hydrotalcite structure; Layered-double hydroxides; Nano-architecture; Specific capacitance; Capacitance; Cerium oxide; Cyclic voltammetry; Nanoparticles; Supercapacitor","Article","Final","","Scopus","2-s2.0-105029945127"
"Tian J.; Wu D.; Zhang J.; Zhang H.; Chen J.; Liu Q.; Zhang S.; Guo H.; Chen W.","Tian, Jingfu (60423042200); Wu, Dengqi (60423042300); Zhang, Jinyu (57216147713); Zhang, Hang (57203221242); Chen, Jinhan (57204942296); Liu, Qi (56564462200); Zhang, Sheng (58739651800); Guo, Huiming (60423200000); Chen, Wei (57221241195)","60423042200; 60423042300; 57216147713; 57203221242; 57204942296; 56564462200; 58739651800; 60423200000; 57221241195","Microstructure and Property Regulation of Gradient Interface of Ti65/ TC25G Dissimilar Titanium Alloys by Laser⁃Directed Energy Deposition (Invited); [Ti65/TC25G 异种钛合金激光定向能量沉积梯度界面结构与性能调控（特邀）]","2026","Zhongguo Jiguang/Chinese Journal of Lasers","53","4","0402319","","","0","10.3788/CJL251409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031399531&doi=10.3788%2FCJL251409&partnerID=40&md5=803036c92b33062c940c2df4e3a84c40","Argon; Argon lasers; Crystal orientation; Crystallography; Deposition; Fighter aircraft; Integration; Interfaces (materials); Microstructural evolution; Molybdenum; Oxygen; Substrates; Titanium alloys; Volume fraction; Direct deposition; Directed energy; Dissimilar titania alloy; Energy depositions; Equivalent molybdenum mass fraction; Gradient design; Laser-directed energy deposition; Mass-fraction; Micro-structural; Titanium (alloys); Scanning electron microscopy","Article","Final","","Scopus","2-s2.0-105031399531"
"Li H.; Thasan F.; Cui T.; Alfaridzi R.; Stihl A.; Schacher F.H.; Théato P.","Li, Huijing (60148277100); Thasan, Felix (60147959200); Cui, Tongtong (59931767700); Alfaridzi, Raihan (57983422000); Stihl, Andreas (58292553500); Schacher, Felix H. (13007085300); Théato, Patrick (6602865232)","60148277100; 60147959200; 59931767700; 57983422000; 58292553500; 13007085300; 6602865232","Post-Processing Strengthened 3D Artificial Fingertip with Multi-Intensity Pain Perception","2026","Advanced Materials Technologies","11","2","e01896","","","0","10.1002/admt.202501896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019204224&doi=10.1002%2Fadmt.202501896&partnerID=40&md5=643aa53b09a08a937ba8c38e48547b9c","Artificial organs; Biological organs; Biomimetics; Bionics; Human computer interaction; Hydrogels; Man machine systems; Three dimensional computer graphics; Artificial fingertip; Digital light processing; Digital light processing printing; Diverse materials; Humans-robot interactions; Operation failure; Pain perception; Post-processing; Sensing systems; Two-step post-processing; Human robot interaction","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105019204224"
